datasets_path,classifier,n_jobs,random_seed,test_fraction,log_file,query_strategy,dataset_name,cluster,batch_size,plot,output_path,hyper_search_type,total_budget,amount_of_peaked_objects,plot_evolution,representative_features,stop_after_maximum_accuracy_reached,state_diff_probas,state_argsecond_probas,state_argthird_probas,state_distances_lab,state_distances_unlab,state_predicted_class,state_predicted_unity,state_distances,state_uncertainties,batch_mode,distance_metric,state_include_nr_features,pre_sampling_method,pre_sampling_arg,pre_sampling_hybrid_uncert,pre_sampling_hybrid_furthest,pre_sampling_hybrid_furthest_lab,pre_sampling_hybrid_pred_unity,amount_of_synthetic_labelling_functions,disable_fake_experiment_oracle,ws_mode,use_ws_labels_continously,andreas,andreas_number,len_train_data,synthetic_creation_args,acc_auc,cores,fit_time,acc_test,acc_test_oracle,f1_test_oracle,precision_test_oracle,recall_test_oracle,f1_auc,thread_id,end_time,amount_of_all_labels,shape,n_samples,__n_features,m_rel,m_red,m_irr,n_classes,n_clusters_per_class,mov_vectors,random_state
../datasets,RF,1,191,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,13550,"{'shape': None, 'n_samples': 27100, '__n_features': 52, 'm_rel': 20, 'm_red': 16, 'm_irr': 16, 'n_classes': 6, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 99506}",0.19845756457564573,1,108.92780201137066,0.22273062730627305,0.0,0.0,0.0,0.0,0.17501130036126886,47523733729344,2021-09-10 12:31:20.781715,56,,27100,52,20,16,16,6,7,,99506
../datasets,RF,1,110,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,20375,"{'shape': None, 'n_samples': 40750, '__n_features': 54, 'm_rel': 34, 'm_red': 7, 'm_irr': 13, 'n_classes': 17, 'n_clusters_per_class': 5, 'mov_vectors': None, 'random_state': 50860}",0.07048098159509202,1,176.2070124298334,0.07568098159509203,0.0,0.0,0.0,0.0,0.053370104598158795,47407752605760,2021-09-10 12:31:21.965518,67,,40750,54,34,7,13,17,5,,50860
../datasets,RF,1,181,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,17925,"{'shape': None, 'n_samples': 35850, '__n_features': 8, 'm_rel': 7, 'm_red': 0, 'm_irr': 1, 'n_classes': 12, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 76145}",0.150741980474198,1,134.03107137978077,0.17099023709902372,0.0,0.0,0.0,0.0,0.14088428865939948,47570503385152,2021-09-10 12:31:33.676556,62,,35850,8,7,0,1,12,4,,76145
../datasets,RF,1,103,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,11725,"{'shape': None, 'n_samples': 23450, '__n_features': 48, 'm_rel': 40, 'm_red': 6, 'm_irr': 2, 'n_classes': 5, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 93624}",0.22903624733475478,1,65.74318851158023,0.23991471215351812,0.0,0.0,0.0,0.0,0.18745889219542572,47694242738240,2021-09-10 12:31:42.830592,55,,23450,48,40,6,2,5,7,,93624
../datasets,RF,1,131,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,9575,"{'shape': None, 'n_samples': 19150, '__n_features': 51, 'm_rel': 33, 'm_red': 16, 'm_irr': 2, 'n_classes': 14, 'n_clusters_per_class': 5, 'mov_vectors': None, 'random_state': 41344}",0.08744647519582247,1,92.36003456637263,0.09315926892950392,0.0,0.0,0.0,0.0,0.0536255576242284,47547887743040,2021-09-10 12:31:49.176697,64,,19150,51,33,16,2,14,5,,41344
../datasets,RF,1,242,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,750,"{'shape': None, 'n_samples': 1500, '__n_features': 33, 'm_rel': 16, 'm_red': 8, 'm_irr': 9, 'n_classes': 17, 'n_clusters_per_class': 9, 'mov_vectors': None, 'random_state': 43955}",0.07120000000000001,1,47.058295886963606,0.076,0.0,0.0,0.0,0.0,0.05465728618473893,46917374754880,2021-09-10 12:31:52.181095,67,,1500,33,16,8,9,17,9,,43955
../datasets,RF,1,281,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,7875,"{'shape': None, 'n_samples': 15750, '__n_features': 18, 'm_rel': 15, 'm_red': 0, 'm_irr': 3, 'n_classes': 16, 'n_clusters_per_class': 9, 'mov_vectors': None, 'random_state': 2601}",0.07756190476190476,1,101.61954330652952,0.08126984126984127,0.0,0.0,0.0,0.0,0.054273779233801014,47414558666816,2021-09-10 12:31:53.878225,66,,15750,18,15,0,3,16,9,,2601
../datasets,RF,1,171,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,9950,"{'shape': None, 'n_samples': 19900, '__n_features': 28, 'm_rel': 20, 'm_red': 1, 'm_irr': 7, 'n_classes': 7, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 73639}",0.17193467336683416,1,74.4199990183115,0.1899497487437186,0.0,0.0,0.0,0.0,0.13040615185897259,47604723241024,2021-09-10 12:31:54.084518,57,,19900,28,20,1,7,7,7,,73639
../datasets,RF,1,122,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,5500,"{'shape': None, 'n_samples': 11000, '__n_features': 40, 'm_rel': 35, 'm_red': 4, 'm_irr': 1, 'n_classes': 13, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 66849}",0.09656363636363637,1,64.68418113514781,0.10836363636363637,0.0,0.0,0.0,0.0,0.07512257410390155,47126158049344,2021-09-10 12:31:56.320898,63,,11000,40,35,4,1,13,4,,66849
../datasets,RF,1,161,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,5275,"{'shape': None, 'n_samples': 10550, '__n_features': 37, 'm_rel': 32, 'm_red': 2, 'm_irr': 3, 'n_classes': 20, 'n_clusters_per_class': 8, 'mov_vectors': None, 'random_state': 67922}",0.05728909952606635,1,73.78980135917664,0.0642654028436019,0.0,0.0,0.0,0.0,0.038195675237802144,47081228705856,2021-09-10 12:32:01.188627,70,,10550,37,32,2,3,20,8,,67922
../datasets,RF,1,96,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,8100,"{'shape': None, 'n_samples': 16200, '__n_features': 60, 'm_rel': 42, 'm_red': 12, 'm_irr': 6, 'n_classes': 5, 'n_clusters_per_class': 6, 'mov_vectors': None, 'random_state': 48574}",0.23353086419753083,1,55.34751055762172,0.25790123456790126,0.0,0.0,0.0,0.0,0.20783568209687459,47527828070464,2021-09-10 12:32:05.270326,55,,16200,60,42,12,6,5,6,,48574
../datasets,RF,1,313,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,4225,"{'shape': None, 'n_samples': 8450, '__n_features': 44, 'm_rel': 31, 'm_red': 6, 'm_irr': 7, 'n_classes': 2, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 74003}",0.5591242603550296,1,42.753400415182114,0.6068639053254438,0.0,0.0,0.0,0.0,0.5172893253858224,47342880825408,2021-09-10 12:32:07.797452,52,,8450,44,31,6,7,2,4,,74003
../datasets,RF,1,271,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,16800,"{'shape': None, 'n_samples': 33600, '__n_features': 24, 'm_rel': 17, 'm_red': 5, 'm_irr': 2, 'n_classes': 13, 'n_clusters_per_class': 9, 'mov_vectors': None, 'random_state': 63382}",0.08817559523809523,1,155.33573469147086,0.09125,0.0,0.0,0.0,0.0,0.07099114762399938,47803354738752,2021-09-10 12:32:10.888865,63,,33600,24,17,5,2,13,9,,63382
../datasets,RF,1,301,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,16075,"{'shape': None, 'n_samples': 32150, '__n_features': 53, 'm_rel': 24, 'm_red': 15, 'm_irr': 14, 'n_classes': 9, 'n_clusters_per_class': 10, 'mov_vectors': None, 'random_state': 52263}",0.12905443234836705,1,139.76186846196651,0.13493001555209955,0.0,0.0,0.0,0.0,0.10287166447652844,47561171562560,2021-09-10 12:32:25.635873,59,,32150,53,24,15,14,9,10,,52263
../datasets,RF,1,132,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,4025,"{'shape': None, 'n_samples': 8050, '__n_features': 28, 'm_rel': 26, 'm_red': 0, 'm_irr': 2, 'n_classes': 3, 'n_clusters_per_class': 5, 'mov_vectors': None, 'random_state': 54057}",0.395055900621118,1,44.57097217440605,0.42459627329192545,0.0,0.0,0.0,0.0,0.3440435523541514,47381515563072,2021-09-10 12:32:45.301246,53,,8050,28,26,0,2,3,5,,54057
../datasets,RF,1,151,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,10525,"{'shape': None, 'n_samples': 21050, '__n_features': 56, 'm_rel': 39, 'm_red': 6, 'm_irr': 11, 'n_classes': 11, 'n_clusters_per_class': 6, 'mov_vectors': None, 'random_state': 92612}",0.10420427553444178,1,92.73003899306059,0.10470308788598574,0.0,0.0,0.0,0.0,0.07568077931470184,47386349862976,2021-09-10 12:32:48.248086,61,,21050,56,39,6,11,11,6,,92612
../datasets,RF,1,291,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,12150,"{'shape': None, 'n_samples': 24300, '__n_features': 48, 'm_rel': 34, 'm_red': 2, 'm_irr': 12, 'n_classes': 19, 'n_clusters_per_class': 8, 'mov_vectors': None, 'random_state': 86302}",0.05978600823045267,1,153.10731541365385,0.06320987654320988,0.0,0.0,0.0,0.0,0.04390473563427207,47771099701312,2021-09-10 12:32:48.529739,69,,24300,48,34,2,12,19,8,,86302
../datasets,RF,1,172,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,5000,"{'shape': None, 'n_samples': 10000, '__n_features': 15, 'm_rel': 11, 'm_red': 2, 'm_irr': 2, 'n_classes': 3, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 46205}",0.41703999999999997,1,48.60857639834285,0.461,0.0,0.0,0.0,0.0,0.3962691211365952,47867688542272,2021-09-10 12:32:51.053874,53,,10000,15,11,2,2,3,7,,46205
../datasets,RF,1,282,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,1050,"{'shape': None, 'n_samples': 2100, '__n_features': 44, 'm_rel': 26, 'm_red': 7, 'm_irr': 11, 'n_classes': 14, 'n_clusters_per_class': 6, 'mov_vectors': None, 'random_state': 88043}",0.08376190476190476,1,48.49043561145663,0.08952380952380952,0.0,0.0,0.0,0.0,0.053154473170257344,47482942234688,2021-09-10 12:32:52.307916,64,,2100,44,26,7,11,14,6,,88043
../datasets,RF,1,262,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,19375,"{'shape': None, 'n_samples': 38750, '__n_features': 36, 'm_rel': 23, 'm_red': 6, 'm_irr': 7, 'n_classes': 12, 'n_clusters_per_class': 6, 'mov_vectors': None, 'random_state': 41051}",0.11296516129032257,1,171.68297670781612,0.12387096774193548,0.0,0.0,0.0,0.0,0.09070477611420066,47378794356800,2021-09-10 12:32:58.310360,62,,38750,36,23,6,7,12,6,,41051
../datasets,RF,1,123,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,6900,"{'shape': None, 'n_samples': 13800, '__n_features': 7, 'm_rel': 5, 'm_red': 1, 'm_irr': 1, 'n_classes': 5, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 6863}",0.5263043478260869,1,56.2939809858799,0.6281159420289855,0.0,0.0,0.0,0.0,0.5155796555388256,47163378769984,2021-09-10 12:33:01.273147,55,,13800,7,5,1,1,5,1,,6863
../datasets,RF,1,182,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,9075,"{'shape': None, 'n_samples': 18150, '__n_features': 16, 'm_rel': 13, 'm_red': 1, 'm_irr': 2, 'n_classes': 13, 'n_clusters_per_class': 5, 'mov_vectors': None, 'random_state': 59253}",0.11430303030303028,1,82.81391220167279,0.12143250688705234,0.0,0.0,0.0,0.0,0.09117128962298235,47802858127424,2021-09-10 12:33:07.225419,63,,18150,16,13,1,2,13,5,,59253
../datasets,RF,1,251,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,16925,"{'shape': None, 'n_samples': 33850, '__n_features': 26, 'm_rel': 16, 'm_red': 7, 'm_irr': 3, 'n_classes': 15, 'n_clusters_per_class': 8, 'mov_vectors': None, 'random_state': 58298}",0.07584933530280649,1,164.49584266543388,0.08537666174298375,0.0,0.0,0.0,0.0,0.05802105146129215,47083144339520,2021-09-10 12:33:11.179322,65,,33850,26,16,7,3,15,8,,58298
../datasets,RF,1,221,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,10925,"{'shape': None, 'n_samples': 21850, '__n_features': 7, 'm_rel': 5, 'm_red': 1, 'm_irr': 1, 'n_classes': 19, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 32173}",0.2867551487414188,1,133.44252033904195,0.3436155606407323,0.0,0.0,0.0,0.0,0.25609732691551057,47770832949312,2021-09-10 12:33:11.286799,69,,21850,7,5,1,1,19,1,,32173
../datasets,RF,1,142,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,17775,"{'shape': None, 'n_samples': 35550, '__n_features': 45, 'm_rel': 28, 'm_red': 10, 'm_irr': 7, 'n_classes': 7, 'n_clusters_per_class': 8, 'mov_vectors': None, 'random_state': 76361}",0.17219690576652602,1,107.09110215306282,0.17817158931082983,0.0,0.0,0.0,0.0,0.12860465156610054,47828429295680,2021-09-10 12:33:16.065522,57,,35550,45,28,10,7,7,8,,76361
../datasets,RF,1,314,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,11725,"{'shape': None, 'n_samples': 23450, '__n_features': 9, 'm_rel': 9, 'm_red': 0, 'm_irr': 0, 'n_classes': 11, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 25746}",0.1441236673773987,1,82.60520062223077,0.17083155650319828,0.0,0.0,0.0,0.0,0.11622413853731244,47060112162880,2021-09-10 12:33:41.140061,61,,23450,9,9,0,0,11,4,,25746
../datasets,RF,1,212,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,15625,"{'shape': None, 'n_samples': 31250, '__n_features': 4, 'm_rel': 4, 'm_red': 0, 'm_irr': 0, 'n_classes': 16, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 51938}",0.30455360000000004,1,157.877387996763,0.348672,0.0,0.0,0.0,0.0,0.27015819518452466,46917734678592,2021-09-10 12:33:45.312785,66,,31250,4,4,0,0,16,1,,51938
../datasets,RF,1,283,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,575,"{'shape': None, 'n_samples': 1150, '__n_features': 10, 'm_rel': 7, 'm_red': 2, 'm_irr': 1, 'n_classes': 16, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 95011}",0.09156521739130434,1,43.950678534805775,0.09913043478260869,0.0,0.0,0.0,0.0,0.0673029822658622,47878179455040,2021-09-10 12:33:45.732222,66,,1150,10,7,2,1,16,7,,95011
../datasets,RF,1,201,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,18325,"{'shape': None, 'n_samples': 36650, '__n_features': 22, 'm_rel': 19, 'm_red': 3, 'm_irr': 0, 'n_classes': 11, 'n_clusters_per_class': 6, 'mov_vectors': None, 'random_state': 8795}",0.11360982264665756,1,153.62236657738686,0.1189631650750341,0.0,0.0,0.0,0.0,0.08621634810636825,47427745124416,2021-09-10 12:33:49.973001,61,,36650,22,19,3,0,11,6,,8795
../datasets,RF,1,97,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,11025,"{'shape': None, 'n_samples': 22050, '__n_features': 53, 'm_rel': 41, 'm_red': 11, 'm_irr': 1, 'n_classes': 20, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 25498}",0.10771428571428572,1,94.01113267242908,0.13043083900226757,0.0,0.0,0.0,0.0,0.08703251459722947,47251086110784,2021-09-10 12:33:52.500544,70,,22050,53,41,11,1,20,1,,25498
../datasets,RF,1,243,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,8075,"{'shape': None, 'n_samples': 16150, '__n_features': 29, 'm_rel': 22, 'm_red': 0, 'm_irr': 7, 'n_classes': 20, 'n_clusters_per_class': 5, 'mov_vectors': None, 'random_state': 68901}",0.0633560371517028,1,110.31239884346724,0.07009287925696595,0.0,0.0,0.0,0.0,0.046695380259291215,47612530884672,2021-09-10 12:33:53.027575,70,,16150,29,22,0,7,20,5,,68901
../datasets,RF,1,231,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,24675,"{'shape': None, 'n_samples': 49350, '__n_features': 10, 'm_rel': 8, 'm_red': 1, 'm_irr': 1, 'n_classes': 20, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 2856}",0.09800202634245188,1,255.3860868923366,0.11408308004052685,0.0,0.0,0.0,0.0,0.08158434919694066,47736787705920,2021-09-10 12:33:53.378897,70,,49350,10,8,1,1,20,4,,2856
../datasets,RF,1,272,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,9225,"{'shape': None, 'n_samples': 18450, '__n_features': 6, 'm_rel': 4, 'm_red': 1, 'm_irr': 1, 'n_classes': 13, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 62501}",0.37832520325203256,1,98.2618122138083,0.4697018970189702,0.0,0.0,0.0,0.0,0.357226665555521,47921696542784,2021-09-10 12:33:59.291402,63,,18450,6,4,1,1,13,1,,62501
../datasets,RF,1,252,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,450,"{'shape': None, 'n_samples': 900, '__n_features': 45, 'm_rel': 33, 'm_red': 4, 'm_irr': 8, 'n_classes': 6, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 81512}",0.19222222222222224,1,39.335963401943445,0.22,0.0,0.0,0.0,0.0,0.1480248725215419,47037703766080,2021-09-10 12:33:59.681061,56,,900,45,33,4,8,6,4,,81512
../datasets,RF,1,183,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,2375,"{'shape': None, 'n_samples': 4750, '__n_features': 49, 'm_rel': 38, 'm_red': 0, 'm_irr': 11, 'n_classes': 11, 'n_clusters_per_class': 4, 'mov_vectors': None, 'random_state': 14148}",0.11427368421052633,1,47.505815763026476,0.13052631578947368,0.0,0.0,0.0,0.0,0.08834456526800645,47823936307264,2021-09-10 12:34:03.743219,61,,4750,49,38,0,11,11,4,,14148
../datasets,RF,1,104,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,22350,"{'shape': None, 'n_samples': 44700, '__n_features': 14, 'm_rel': 10, 'm_red': 1, 'm_irr': 3, 'n_classes': 12, 'n_clusters_per_class': 1, 'mov_vectors': None, 'random_state': 2560}",0.2170156599552573,1,129.0465925373137,0.3155704697986577,0.0,0.0,0.0,0.0,0.18554112016971586,47271530152000,2021-09-10 12:34:06.307799,62,,44700,14,10,1,3,12,1,,2560
../datasets,RF,1,162,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,17700,"{'shape': None, 'n_samples': 35400, '__n_features': 59, 'm_rel': 37, 'm_red': 6, 'm_irr': 16, 'n_classes': 8, 'n_clusters_per_class': 7, 'mov_vectors': None, 'random_state': 7039}",0.14236440677966106,1,116.23697996512055,0.15028248587570622,0.0,0.0,0.0,0.0,0.10984685515350272,47142569848896,2021-09-10 12:34:07.479645,58,,35400,59,37,6,16,8,7,,7039
../datasets,RF,1,222,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_0/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,0,6050,"{'shape': None, 'n_samples': 12100, '__n_features': 20, 'm_rel': 18, 'm_red': 2, 'm_irr': 0, 'n_classes': 2, 'n_clusters_per_class': 8, 'mov_vectors': None, 'random_state': 14142}",0.5171570247933884,1,54.4685342758894,0.5490909090909091,0.0,0.0,0.0,0.0,0.4222847723958633,47051117715520,2021-09-10 12:34:15.029661,52,,12100,20,18,2,0,2,8,,14142
