datasets_path,classifier,n_jobs,random_seed,test_fraction,log_file,query_strategy,dataset_name,cluster,batch_size,plot,output_path,hyper_search_type,total_budget,amount_of_peaked_objects,plot_evolution,representative_features,stop_after_maximum_accuracy_reached,state_diff_probas,state_argsecond_probas,state_argthird_probas,state_distances_lab,state_distances_unlab,state_predicted_class,state_predicted_unity,state_distances,state_uncertainties,batch_mode,distance_metric,state_include_nr_features,pre_sampling_method,pre_sampling_arg,pre_sampling_hybrid_uncert,pre_sampling_hybrid_furthest,pre_sampling_hybrid_furthest_lab,pre_sampling_hybrid_pred_unity,amount_of_synthetic_labelling_functions,disable_fake_experiment_oracle,ws_mode,use_ws_labels_continously,andreas,andreas_number,len_train_data,synthetic_creation_args,acc_auc,cores,fit_time,acc_test,acc_test_oracle,f1_test_oracle,precision_test_oracle,recall_test_oracle,f1_auc,thread_id,end_time,amount_of_all_labels,shape,n_samples,__n_features,m_rel,m_red,m_irr,n_classes,n_clusters_per_class,random_state
../datasets,RF,1,174,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,10346,"{'shape': 'mix', 'n_samples': 20692, '__n_features': 26, 'm_rel': 19, 'm_red': 7, 'm_irr': 0, 'n_classes': 9, 'n_clusters_per_class': 3, 'random_state': 614}",0.11909916876087376,1,80.21209438913502,0.11917649333075585,0.0,0.0,0.0,0.0,0.08567350997068182,47451632865344,2021-09-27 13:26:04.072148,59,mix,20692,26,19,7,0,9,3,614
../datasets,RF,1,185,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7634,"{'shape': 'mix', 'n_samples': 15268, '__n_features': 13, 'm_rel': 9, 'm_red': 2, 'm_irr': 2, 'n_classes': 6, 'n_clusters_per_class': 5, 'random_state': 14818}",0.16993712339533662,1,58.53201601607725,0.16780193869531046,0.0,0.0,0.0,0.0,0.14660665608630136,47094970060864,2021-09-27 13:26:04.942145,56,mix,15268,13,9,2,2,6,5,14818
../datasets,RF,1,281,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,4919,"{'shape': 'mix', 'n_samples': 9838, '__n_features': 27, 'm_rel': 19, 'm_red': 4, 'm_irr': 4, 'n_classes': 3, 'n_clusters_per_class': 4, 'random_state': 2601}",0.35988005692213865,1,45.134668182814494,0.36450498068713155,0.0,0.0,0.0,0.0,0.2948279642106949,47093404020800,2021-09-27 13:26:05.894920,53,mix,9838,27,19,4,4,3,4,2601
../datasets,RF,1,261,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7299,"{'shape': 'mix', 'n_samples': 14597, '__n_features': 36, 'm_rel': 34, 'm_red': 0, 'm_irr': 2, 'n_classes': 2, 'n_clusters_per_class': 5, 'random_state': 56804}",0.009160043847629487,1,45.948436042061076,0.0,0.0,0.0,0.0,0.0,0.015483497394325422,47921499447360,2021-09-27 13:26:08.975227,52,mix,14597,36,34,0,2,2,5,56804
../datasets,RF,1,36,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,9529,"{'shape': 'mix', 'n_samples': 19058, '__n_features': 35, 'm_rel': 35, 'm_red': 0, 'm_irr': 0, 'n_classes': 14, 'n_clusters_per_class': 3, 'random_state': 43083}",0.07654003568055409,1,101.01688771392219,0.07335502151327526,0.0,0.0,0.0,0.0,0.04580115078185858,47359489241152,2021-09-27 13:26:11.290291,64,mix,19058,35,35,0,0,14,3,43083
../datasets,RF,1,18,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7738,"{'shape': 'mix', 'n_samples': 15476, '__n_features': 52, 'm_rel': 41, 'm_red': 1, 'm_irr': 10, 'n_classes': 9, 'n_clusters_per_class': 3, 'random_state': 23758}",0.11110752132333937,1,62.014360130997375,0.11747221504264668,0.0,0.0,0.0,0.0,0.08177272489234935,47207478743104,2021-09-27 13:26:12.406224,59,mix,15476,52,41,1,10,9,3,23758
../datasets,RF,1,251,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5135,"{'shape': 'mix', 'n_samples': 10270, '__n_features': 38, 'm_rel': 22, 'm_red': 10, 'm_irr': 6, 'n_classes': 13, 'n_clusters_per_class': 5, 'random_state': 58298}",0.0827458617332035,1,56.387689386028796,0.08373904576436222,0.0,0.0,0.0,0.0,0.06185503435260311,47597764476992,2021-09-27 13:26:14.776299,63,mix,10270,38,22,10,6,13,5,58298
../datasets,RF,1,47,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,4956,"{'shape': 'mix', 'n_samples': 9911, '__n_features': 40, 'm_rel': 33, 'm_red': 1, 'm_irr': 6, 'n_classes': 10, 'n_clusters_per_class': 4, 'random_state': 46117}",0.09688193743693238,1,54.59890615101904,0.09566094853683148,0.0,0.0,0.0,0.0,0.0583460737632119,47592021811264,2021-09-27 13:26:15.110236,60,mix,9911,40,33,1,6,10,4,46117
../datasets,RF,1,125,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5403,"{'shape': 'mix', 'n_samples': 10806, '__n_features': 32, 'm_rel': 20, 'm_red': 3, 'm_irr': 9, 'n_classes': 6, 'n_clusters_per_class': 5, 'random_state': 31824}",0.17233944105126783,1,51.238468426978216,0.17249676105867112,0.0,0.0,0.0,0.0,0.1402622076535895,47997259227200,2021-09-27 13:26:20.691202,56,mix,10806,32,20,3,9,6,5,31824
../datasets,RF,1,221,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,9069,"{'shape': 'mix', 'n_samples': 18137, '__n_features': 27, 'm_rel': 20, 'm_red': 6, 'm_irr': 1, 'n_classes': 9, 'n_clusters_per_class': 3, 'random_state': 32173}",0.11007388619320688,1,66.4991020699963,0.10774150860167622,0.0,0.0,0.0,0.0,0.0767308823732675,47473559695424,2021-09-27 13:26:20.714027,59,mix,18137,27,20,6,1,9,3,32173
../datasets,RF,1,165,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8718,"{'shape': 'mix', 'n_samples': 17435, '__n_features': 37, 'm_rel': 31, 'm_red': 0, 'm_irr': 6, 'n_classes': 3, 'n_clusters_per_class': 4, 'random_state': 2205}",0.33079040954456806,1,55.40037352708168,0.3451875645290811,0.0,0.0,0.0,0.0,0.3028704424960993,46933596061760,2021-09-27 13:26:22.416447,53,mix,17435,37,31,0,6,3,4,2205
../datasets,RF,1,291,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8370,"{'shape': 'mix', 'n_samples': 16740, '__n_features': 30, 'm_rel': 13, 'm_red': 7, 'm_irr': 10, 'n_classes': 10, 'n_clusters_per_class': 1, 'random_state': 86302}",0.11160692951015531,1,67.71620372496545,0.1057347670250896,0.0,0.0,0.0,0.0,0.07817821655526416,47350627606592,2021-09-27 13:26:24.470615,60,mix,16740,30,13,7,10,10,1,86302
../datasets,RF,1,117,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,2016,"{'shape': 'mix', 'n_samples': 4031, '__n_features': 19, 'm_rel': 15, 'm_red': 2, 'm_irr': 2, 'n_classes': 5, 'n_clusters_per_class': 4, 'random_state': 31470}",0.20062034739454093,1,40.70202326611616,0.21985111662531018,0.0,0.0,0.0,0.0,0.17248525514994464,47276641370176,2021-09-27 13:26:25.221966,55,mix,4031,19,15,2,2,5,4,31470
../datasets,RF,1,241,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,11321,"{'shape': 'mix', 'n_samples': 22642, '__n_features': 47, 'm_rel': 38, 'm_red': 8, 'm_irr': 1, 'n_classes': 7, 'n_clusters_per_class': 1, 'random_state': 90198}",0.14379030121014047,1,70.90721117379144,0.1442452080204929,0.0,0.0,0.0,0.0,0.11175297615045347,46980157046848,2021-09-27 13:26:26.530507,57,mix,22642,47,38,8,1,7,1,90198
../datasets,RF,1,271,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,3296,"{'shape': 'mix', 'n_samples': 6591, '__n_features': 46, 'm_rel': 31, 'm_red': 10, 'm_irr': 5, 'n_classes': 7, 'n_clusters_per_class': 2, 'random_state': 63382}",0.14268588770864948,1,45.15569785097614,0.1535660091047041,0.0,0.0,0.0,0.0,0.0960001382467641,47737243521088,2021-09-27 13:26:28.792822,57,mix,6591,46,31,10,5,7,2,63382
../datasets,RF,1,97,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,2246,"{'shape': 'mix', 'n_samples': 4492, '__n_features': 26, 'm_rel': 15, 'm_red': 6, 'm_irr': 5, 'n_classes': 14, 'n_clusters_per_class': 1, 'random_state': 25498}",0.06901157613535173,1,45.65395904099569,0.07524487978628673,0.0,0.0,0.0,0.0,0.045477077648153404,47688077496384,2021-09-27 13:26:29.008177,64,mix,4492,26,15,6,5,14,1,25498
../datasets,RF,1,155,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,9373,"{'shape': 'mix', 'n_samples': 18746, '__n_features': 38, 'm_rel': 22, 'm_red': 8, 'm_irr': 8, 'n_classes': 6, 'n_clusters_per_class': 4, 'random_state': 76137}",0.1646644617518404,1,63.95628510392271,0.16739571108503148,0.0,0.0,0.0,0.0,0.12913391370261249,47333629481024,2021-09-27 13:26:43.255321,56,mix,18746,38,22,8,8,6,4,76137
../datasets,RF,1,202,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5292,"{'shape': 'mix', 'n_samples': 10584, '__n_features': 28, 'm_rel': 11, 'm_red': 10, 'm_irr': 7, 'n_classes': 8, 'n_clusters_per_class': 2, 'random_state': 50533}",0.1359126984126984,1,53.155725442105904,0.12981859410430838,0.0,0.0,0.0,0.0,0.11837880501384875,47285230800960,2021-09-27 13:26:43.765359,58,mix,10584,28,11,10,7,8,2,50533
../datasets,RF,1,88,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7821,"{'shape': 'mix', 'n_samples': 15641, '__n_features': 50, 'm_rel': 42, 'm_red': 3, 'm_irr': 5, 'n_classes': 4, 'n_clusters_per_class': 1, 'random_state': 52099}",0.219846547314578,1,56.95681449491531,0.20588235294117646,0.0,0.0,0.0,0.0,0.15851319187357077,47878354522176,2021-09-27 13:26:44.406689,54,mix,15641,50,42,3,5,4,1,52099
../datasets,RF,1,77,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8173,"{'shape': 'mix', 'n_samples': 16346, '__n_features': 34, 'm_rel': 26, 'm_red': 5, 'm_irr': 3, 'n_classes': 5, 'n_clusters_per_class': 2, 'random_state': 33125}",0.2079101920959256,1,59.07730654417537,0.212284350911538,0.0,0.0,0.0,0.0,0.16597898626574892,47014806556736,2021-09-27 13:26:45.343784,55,mix,16346,34,26,5,3,5,2,33125
../datasets,RF,1,58,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5219,"{'shape': 'mix', 'n_samples': 10438, '__n_features': 9, 'm_rel': 3, 'm_red': 3, 'm_irr': 3, 'n_classes': 13, 'n_clusters_per_class': 2, 'random_state': 76121}",0.0799195248131826,1,59.92387205990963,0.0829660854569841,0.0,0.0,0.0,0.0,0.060237323135131096,47232374120512,2021-09-27 13:26:46.294919,63,mix,10438,9,3,3,3,13,2,76121
../datasets,RF,1,68,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,4667,"{'shape': 'mix', 'n_samples': 9333, '__n_features': 36, 'm_rel': 21, 'm_red': 7, 'm_irr': 8, 'n_classes': 3, 'n_clusters_per_class': 5, 'random_state': 97212}",0.33687312473210457,1,46.182594801997766,0.3474067723960566,0.0,0.0,0.0,0.0,0.3115157349743066,47723632779328,2021-09-27 13:26:52.009036,53,mix,9333,36,21,7,8,3,5,97212
../datasets,RF,1,105,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,6764,"{'shape': 'mix', 'n_samples': 13528, '__n_features': 27, 'm_rel': 13, 'm_red': 5, 'm_irr': 9, 'n_classes': 14, 'n_clusters_per_class': 1, 'random_state': 77506}",0.07511827321111768,1,68.75136204995215,0.07835600236546422,0.0,0.0,0.0,0.0,0.04540073740599211,47832050667584,2021-09-27 13:26:52.569279,64,mix,13528,27,13,5,9,14,1,77506
../datasets,RF,1,196,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,9656,"{'shape': 'mix', 'n_samples': 19312, '__n_features': 55, 'm_rel': 37, 'm_red': 8, 'm_irr': 10, 'n_classes': 13, 'n_clusters_per_class': 1, 'random_state': 85118}",0.08063898094449048,1,78.54417739715427,0.08108947804473902,0.0,0.0,0.0,0.0,0.055919586451722125,47998651781184,2021-09-27 13:26:59.097750,63,mix,19312,55,37,8,10,13,1,85118
../datasets,RF,1,231,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8754,"{'shape': 'mix', 'n_samples': 17507, '__n_features': 41, 'm_rel': 33, 'm_red': 2, 'm_irr': 6, 'n_classes': 14, 'n_clusters_per_class': 3, 'random_state': 2856}",0.07260367873871816,1,74.49750220403075,0.0740317605392437,0.0,0.0,0.0,0.0,0.04222292384874517,47388127674432,2021-09-27 13:27:01.071111,64,mix,17507,41,33,2,6,14,3,2856
../datasets,RF,1,136,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7031,"{'shape': 'mix', 'n_samples': 14061, '__n_features': 32, 'm_rel': 18, 'm_red': 6, 'm_irr': 8, 'n_classes': 2, 'n_clusters_per_class': 4, 'random_state': 75460}",0.03689189189189189,1,46.12864292599261,0.0,0.0,0.0,0.0,0.0,0.04272265349846752,47081139130432,2021-09-27 13:27:02.143400,52,mix,14061,32,18,6,8,2,4,75460
../datasets,RF,1,282,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,3544,"{'shape': 'mix', 'n_samples': 7088, '__n_features': 13, 'm_rel': 3, 'm_red': 0, 'm_irr': 10, 'n_classes': 9, 'n_clusters_per_class': 4, 'random_state': 88043}",0.10799943566591422,1,46.99766939203255,0.1010158013544018,0.0,0.0,0.0,0.0,0.09145375367070943,47845608235072,2021-09-27 13:27:07.746792,59,mix,7088,13,3,0,10,9,4,88043
../datasets,RF,1,26,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8088,"{'shape': 'mix', 'n_samples': 16175, '__n_features': 16, 'm_rel': 3, 'm_red': 3, 'm_irr': 10, 'n_classes': 5, 'n_clusters_per_class': 4, 'random_state': 97948}",0.20576851737356253,1,69.9980701180175,0.2018053666378138,0.0,0.0,0.0,0.0,0.19565359178854458,47565603749952,2021-09-27 13:27:10.012587,55,mix,16175,16,3,3,10,5,4,97948
../datasets,RF,1,19,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8163,"{'shape': 'mix', 'n_samples': 16326, '__n_features': 24, 'm_rel': 16, 'm_red': 0, 'm_irr': 8, 'n_classes': 3, 'n_clusters_per_class': 5, 'random_state': 88752}",0.33135489403405616,1,54.4677135029342,0.32843317407815753,0.0,0.0,0.0,0.0,0.30108131971916485,47793775161408,2021-09-27 13:27:19.137820,53,mix,16326,24,16,0,8,3,5,88752
../datasets,RF,1,48,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,4519,"{'shape': 'mix', 'n_samples': 9038, '__n_features': 16, 'm_rel': 9, 'm_red': 5, 'm_irr': 2, 'n_classes': 10, 'n_clusters_per_class': 5, 'random_state': 71848}",0.10069705687098915,1,54.23046080209315,0.10179243195397211,0.0,0.0,0.0,0.0,0.07314637373317553,47622704046144,2021-09-27 13:27:24.086349,60,mix,9038,16,9,5,2,10,5,71848
../datasets,RF,1,175,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5595,"{'shape': 'mix', 'n_samples': 11189, '__n_features': 31, 'm_rel': 28, 'm_red': 3, 'm_irr': 0, 'n_classes': 13, 'n_clusters_per_class': 5, 'random_state': 58190}",0.07588487665355738,1,61.084140656050295,0.07651054701465856,0.0,0.0,0.0,0.0,0.05565974685970927,47571166879808,2021-09-27 13:27:25.157905,63,mix,11189,31,28,3,0,13,5,58190
../datasets,RF,1,252,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7466,"{'shape': 'mix', 'n_samples': 14931, '__n_features': 29, 'm_rel': 19, 'm_red': 0, 'm_irr': 10, 'n_classes': 6, 'n_clusters_per_class': 5, 'random_state': 81512}",0.17360348292029473,1,57.51771739684045,0.1722705961152043,0.0,0.0,0.0,0.0,0.13122218495298127,47422012440640,2021-09-27 13:27:25.583012,56,mix,14931,29,19,0,10,6,5,81512
../datasets,RF,1,212,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,8188,"{'shape': 'mix', 'n_samples': 16376, '__n_features': 27, 'm_rel': 18, 'm_red': 9, 'm_irr': 0, 'n_classes': 13, 'n_clusters_per_class': 5, 'random_state': 51938}",0.0764960918417196,1,70.1298720841296,0.07840742550073278,0.0,0.0,0.0,0.0,0.05774006265990489,47831073046592,2021-09-27 13:27:25.699141,63,mix,16376,27,18,9,0,13,5,51938
../datasets,RF,1,146,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,14689,"{'shape': 'mix', 'n_samples': 29378, '__n_features': 30, 'm_rel': 19, 'm_red': 2, 'm_irr': 9, 'n_classes': 7, 'n_clusters_per_class': 1, 'random_state': 17476}",0.15648104023418885,1,81.84076047316194,0.1562393627884812,0.0,0.0,0.0,0.0,0.11593787909768549,47912486629440,2021-09-27 13:27:30.931599,57,mix,29378,30,19,2,9,7,1,17476
../datasets,RF,1,126,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5513,"{'shape': 'mix', 'n_samples': 11026, '__n_features': 43, 'm_rel': 34, 'm_red': 0, 'm_irr': 9, 'n_classes': 11, 'n_clusters_per_class': 4, 'random_state': 75048}",0.09128423725739161,1,57.655622652033344,0.09450389987302739,0.0,0.0,0.0,0.0,0.05086499658660024,46950794268736,2021-09-27 13:27:38.145395,61,mix,11026,43,34,0,9,11,4,75048
../datasets,RF,1,118,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,7844,"{'shape': 'mix', 'n_samples': 15687, '__n_features': 38, 'm_rel': 26, 'm_red': 10, 'm_irr': 2, 'n_classes': 6, 'n_clusters_per_class': 1, 'random_state': 93189}",0.16890858090016575,1,59.68440267792903,0.176973097029198,0.0,0.0,0.0,0.0,0.14532281377934805,47788564168768,2021-09-27 13:27:39.183414,56,mix,15687,38,26,10,2,6,1,93189
../datasets,RF,1,292,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,5436,"{'shape': 'mix', 'n_samples': 10872, '__n_features': 12, 'm_rel': 6, 'm_red': 4, 'm_irr': 2, 'n_classes': 12, 'n_clusters_per_class': 3, 'random_state': 18971}",0.08453826342899191,1,57.65844718995504,0.08278145695364239,0.0,0.0,0.0,0.0,0.06950320978727474,47184764022848,2021-09-27 13:27:40.087720,62,mix,10872,12,6,4,2,12,3,18971
../datasets,RF,1,242,0.5,log.txt,trained_nn,synthetic,dummy,5,False,/scratch/ws/1/s5968580-practicAL/exp_results/andreas_7/,random,50.0,20,False,False,False,False,True,True,True,True,False,False,False,False,False,euclidean,False,random,10,0.2,0.2,0.2,0.2,5,False,False,False,ML_DATASET,7,6427,"{'shape': 'mix', 'n_samples': 12854, '__n_features': 28, 'm_rel': 21, 'm_red': 0, 'm_irr': 7, 'n_classes': 10, 'n_clusters_per_class': 5, 'random_state': 43955}",0.09796172397697216,1,60.35655215801671,0.10175820756184845,0.0,0.0,0.0,0.0,0.0672575387235806,46940324438080,2021-09-27 13:27:41.121977,60,mix,12854,28,21,0,7,10,5,43955
