dataset_id,strategy_id,dataset_random_seed,strategy,duration,f1_auc,n_samples,n_features,n_informative,n_redundant,n_repeated,n_classes,n_clusters_per_class,weights,flip_y,class_sep,hypercube,scale,random_state
0,14,4,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},36.93253331608139,0.5432494100731728,2033,40,17,4,18,3,7,"[0.46562077068857344, 0.4440250450179633, 0.09035418429346312]",0.06492200133478765,4.788783949238976,False,0.01,4
0,14,2,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},32.61528013879433,0.5783139319111309,563,13,5,0,7,3,6,"[0.3765222921298163, 0.359301233438576, 0.2641764744316077]",0.011212965459721742,8.354988781294496,False,0.01,2
0,14,1,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},34.524837295059115,0.6960243942496533,1200,74,22,51,0,3,5,"[0.5848101305057984, 0.2578102520728213, 0.15737961742138015]",0.011085549463444606,1.1791870367106105,False,0.01,1
0,14,3,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},37.88880941690877,0.41511949623684014,2049,77,25,39,11,10,3,"[0.09046275109782458, 0.28268722312884487, 0.28670477101278746, 0.01697827407643217, 0.02938145270493462, 0.0066848726899440885, 0.07353836295876166, 0.003837377802319929, 0.07721653270314505, 0.1325083818250058]",0.011772752254255413,3.6995516654807927,False,0.01,3
15,14,68,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.96578061790206,0.6035294742921179,400,4097,4097,0,0,40,?,?,?,?,?,?,68
15,14,70,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},111.0851498390548,0.5786702384463572,400,4097,4097,0,0,40,?,?,?,?,?,?,70
15,14,69,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.40201629605144,0.5851261470569595,400,4097,4097,0,0,40,?,?,?,?,?,?,69
15,14,71,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.14945963583887,0.5703322138074194,400,4097,4097,0,0,40,?,?,?,?,?,?,71
15,14,91,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.10105350101367,0.5816632781550564,400,4097,4097,0,0,40,?,?,?,?,?,?,91
15,14,87,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.50274509983137,0.5293345733144255,400,4097,4097,0,0,40,?,?,?,?,?,?,87
15,14,88,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.449279445922,0.5605840369358659,400,4097,4097,0,0,40,?,?,?,?,?,?,88
15,14,78,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.50337026105262,0.5627507954113273,400,4097,4097,0,0,40,?,?,?,?,?,?,78
15,14,85,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.88419070793316,0.5620626174737728,400,4097,4097,0,0,40,?,?,?,?,?,?,85
15,14,77,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.21613402990624,0.5519779281783659,400,4097,4097,0,0,40,?,?,?,?,?,?,77
15,14,90,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},113.12623247411102,0.614657197437925,400,4097,4097,0,0,40,?,?,?,?,?,?,90
15,14,89,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.12368794693612,0.5655427485472754,400,4097,4097,0,0,40,?,?,?,?,?,?,89
15,14,82,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.81352911191061,0.5645601594716431,400,4097,4097,0,0,40,?,?,?,?,?,?,82
15,14,75,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},114.94726693909615,0.5778582624066074,400,4097,4097,0,0,40,?,?,?,?,?,?,75
15,14,94,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},116.72944979998283,0.5168255141392836,400,4097,4097,0,0,40,?,?,?,?,?,?,94
15,14,74,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.03497163299471,0.5904234254393697,400,4097,4097,0,0,40,?,?,?,?,?,?,74
15,14,95,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},116.79783987998962,0.591433381198732,400,4097,4097,0,0,40,?,?,?,?,?,?,95
15,14,72,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.16438040998764,0.556843602168348,400,4097,4097,0,0,40,?,?,?,?,?,?,72
15,14,86,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.20464042993262,0.6048895606709663,400,4097,4097,0,0,40,?,?,?,?,?,?,86
15,14,79,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.56007872382179,0.6019872028441002,400,4097,4097,0,0,40,?,?,?,?,?,?,79
15,14,83,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},115.6296153308358,0.6073435733701588,400,4097,4097,0,0,40,?,?,?,?,?,?,83
15,14,92,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},117.4352711730171,0.5592518215265108,400,4097,4097,0,0,40,?,?,?,?,?,?,92
15,14,97,<class 'active_learning.ALiPy_optimal_Query_Strategy.ALiPY_Optimal_Query_Strategy'>{},117.64216727204621,0.5829089384792046,400,4097,4097,0,0,40,?,?,?,?,?,?,97
